"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","drop_off_type","shape_dist_traveled","timepoint"
"1949303E","15:20:00","15:20:00","6107","8","","0","0","","1"
"1950970E","08:05:00","08:05:00","6107","8","","0","0","","1"
"1950971E","08:05:00","08:05:00","6107","8","","0","0","","1"
"1951032E","14:30:00","14:30:00","6107","8","","0","0","","1"
"1950963E","16:38:49","16:38:49","6107","19","","0","0","","0"
"1949673E","10:01:06","10:01:06","6107","12","","0","0","","0"
"1949769E","22:01:06","22:01:06","6107","12","","0","0","","0"
"1949850E","18:31:06","18:31:06","6107","12","","0","0","","0"
"1949873E","20:01:06","20:01:06","6107","12","","0","0","","0"
"1949874E","22:01:06","22:01:06","6107","12","","0","0","","0"
"1950133E","19:01:06","19:01:06","6107","12","","0","0","","0"
"1950150E","23:15:06","23:15:06","6107","12","","0","0","","0"
"1950633E","08:31:06","08:31:06","6107","12","","0","0","","0"
"1950744E","20:01:06","20:01:06","6107","12","","0","0","","0"
"1950745E","22:01:06","22:01:06","6107","12","","0","0","","0"
"1950746E","12:01:06","12:01:06","6107","12","","0","0","","0"
"1950770E","16:01:06","16:01:06","6107","12","","0","0","","0"
"1950825E","17:01:06","17:01:06","6107","12","","0","0","","0"
"1950851E","08:31:06","08:31:06","6107","12","","0","0","","0"
"1951102E","10:01:06","10:01:06","6107","12","","0","0","","0"
"1951126E","17:01:06","17:01:06","6107","12","","0","0","","0"
"1951234E","07:37:06","07:37:06","6107","12","","0","0","","0"
"1951312E","20:01:06","20:01:06","6107","12","","0","0","","0"
"1951315E","19:01:06","19:01:06","6107","12","","0","0","","0"
"1951335E","17:01:06","17:01:06","6107","12","","0","0","","0"
"1951361E","10:01:06","10:01:06","6107","12","","0","0","","0"
"1951532E","11:01:06","11:01:06","6107","12","","0","0","","0"
"1951667E","20:01:06","20:01:06","6107","12","","0","0","","0"
"1951668E","19:01:06","19:01:06","6107","12","","0","0","","0"
"1951984E","10:01:06","10:01:06","6107","12","","0","0","","0"
"1952276E","19:31:06","19:31:06","6107","12","","0","0","","0"
"1952487E","19:31:06","19:31:06","6107","12","","0","0","","0"
"1952548E","09:01:06","09:01:06","6107","12","","0","0","","0"
"1952549E","21:01:06","21:01:06","6107","12","","0","0","","0"
"1952553E","15:01:06","15:01:06","6107","12","","0","0","","0"
"1951233E","07:37:06","07:37:06","6107","12","","0","0","","0"
"1951603E","18:01:06","18:01:06","6107","12","","0","0","","0"
"1949854E","14:30:57","14:30:57","6107","12","","0","0","","0"
"1951040E","13:35:57","13:35:57","6107","12","","0","0","","0"
"1949378E","14:09:06","14:09:06","6107","12","","0","0","","0"
"1950852E","14:09:06","14:09:06","6107","12","","0","0","","0"
"1949573E","22:01:06","22:01:06","6107","12","","0","0","","0"
"1949583E","14:01:06","14:01:06","6107","12","","0","0","","0"
"1949584E","10:01:06","10:01:06","6107","12","","0","0","","0"
"1949585E","18:01:06","18:01:06","6107","12","","0","0","","0"
"1949586E","12:01:06","12:01:06","6107","12","","0","0","","0"
"1949587E","16:01:06","16:01:06","6107","12","","0","0","","0"
"1949588E","20:01:06","20:01:06","6107","12","","0","0","","0"
"1949504E","14:00:06","14:00:06","6107","12","","0","0","","0"
"1949535E","14:00:06","14:00:06","6107","12","","0","0","","0"
"1949763E","13:28:06","13:28:06","6107","12","","0","0","","0"
"1949964E","13:28:06","13:28:06","6107","12","","0","0","","0"
"1950772E","10:00:06","10:00:06","6107","12","","0","0","","0"
"1950781E","18:00:06","18:00:06","6107","12","","0","0","","0"
"1950823E","16:00:06","16:00:06","6107","12","","0","0","","0"
"1951111E","16:00:06","16:00:06","6107","12","","0","0","","0"
"1951321E","16:00:06","16:00:06","6107","12","","0","0","","0"
"1951832E","07:00:06","07:00:06","6107","12","","0","0","","0"
"1949855E","14:30:06","14:30:06","6107","12","","0","0","","0"
