"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","drop_off_type","shape_dist_traveled","timepoint"
"27314856U","10:26:51","10:26:51","942","30","","0","0","","0"
"27314926U","21:12:55","21:12:55","942","30","","0","0","","0"
"27315320U","21:14:55","21:14:55","942","30","","0","0","","0"
"27331772U","20:28:55","20:28:55","942","30","","0","0","","0"
"27331792U","21:15:55","21:15:55","942","30","","0","0","","0"
"27331838U","09:59:44","09:59:44","942","30","","0","0","","0"
"27331849U","10:23:44","10:23:44","942","30","","0","0","","0"
"27331861U","20:50:55","20:50:55","942","30","","0","0","","0"
"27331865U","10:42:44","10:42:44","942","30","","0","0","","0"
"27341241U","20:28:51","20:28:51","942","30","","0","0","","0"
"27341269U","09:47:48","09:47:48","942","30","","0","0","","0"
"27341279U","21:37:55","21:37:55","942","30","","0","0","","0"
"27341289U","10:27:48","10:27:48","942","30","","0","0","","0"
"27348374U","20:52:59","20:52:59","942","30","","0","0","","0"
"27358142U","20:28:51","20:28:51","942","30","","0","0","","0"
"27358170U","09:47:48","09:47:48","942","30","","0","0","","0"
"27358180U","21:37:55","21:37:55","942","30","","0","0","","0"
"27358190U","10:27:48","10:27:48","942","30","","0","0","","0"
"27314855U","08:00:48","08:00:48","942","30","","0","0","","0"
"27314866U","06:19:55","06:19:55","942","30","","0","0","","0"
"27314867U","08:56:37","08:56:37","942","30","","0","0","","0"
"27314868U","11:32:51","11:32:51","942","30","","0","0","","0"
"27314869U","13:57:51","13:57:51","942","30","","0","0","","0"
"27314870U","23:42:55","23:42:55","942","30","","0","0","","0"
"27314871U","16:24:48","16:24:48","942","30","","0","0","","0"
"27314872U","19:05:40","19:05:40","942","30","","0","0","","0"
"27314873U","21:32:55","21:32:55","942","30","","0","0","","0"
"27314876U","06:43:55","06:43:55","942","30","","0","0","","0"
"27314877U","09:11:44","09:11:44","942","30","","0","0","","0"
"27314884U","09:28:48","09:28:48","942","30","","0","0","","0"
"27314885U","11:54:51","11:54:51","942","30","","0","0","","0"
"27314886U","14:19:51","14:19:51","942","30","","0","0","","0"
"27314887U","17:01:48","17:01:48","942","30","","0","0","","0"
"27314888U","19:39:51","19:39:51","942","30","","0","0","","0"
"27314895U","05:31:02","05:31:02","942","30","","0","0","","0"
"27314896U","07:43:48","07:43:48","942","30","","0","0","","0"
"27314897U","10:28:51","10:28:51","942","30","","0","0","","0"
"27314898U","12:53:51","12:53:51","942","30","","0","0","","0"
"27314899U","15:19:51","15:19:51","942","30","","0","0","","0"
"27314900U","18:06:37","18:06:37","942","30","","0","0","","0"
"27314901U","20:40:55","20:40:55","942","30","","0","0","","0"
"27314910U","13:15:51","13:15:51","942","30","","0","0","","0"
"27314911U","15:40:51","15:40:51","942","30","","0","0","","0"
"27314912U","18:26:37","18:26:37","942","30","","0","0","","0"
"27314913U","21:03:55","21:03:55","942","30","","0","0","","0"
"27314914U","23:00:55","23:00:55","942","30","","0","0","","0"
"27314915U","25:07:55","25:07:55","942","30","","0","0","","0"
"27314916U","08:20:37","08:20:37","942","30","","0","0","","0"
"27314917U","10:50:51","10:50:51","942","30","","0","0","","0"
"27314927U","05:56:02","05:56:02","942","30","","0","0","","0"
"27314928U","08:39:37","08:39:37","942","30","","0","0","","0"
"27314929U","11:11:51","11:11:51","942","30","","0","0","","0"
"27314930U","13:36:51","13:36:51","942","30","","0","0","","0"
"27314931U","16:01:51","16:01:51","942","30","","0","0","","0"
"27314932U","18:46:37","18:46:37","942","30","","0","0","","0"
