"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","drop_off_type","shape_dist_traveled","timepoint"
"1949281E","17:30:23","17:30:23","6816","2","","0","0","","0"
"1949293E","16:31:23","16:31:23","6816","2","","0","0","","0"
"1949302E","14:21:23","14:21:23","6816","2","","0","0","","0"
"1949601E","07:56:23","07:56:23","6816","2","","0","0","","0"
"1949603E","09:56:23","09:56:23","6816","2","","0","0","","0"
"1949604E","11:56:23","11:56:23","6816","2","","0","0","","0"
"1949606E","13:56:23","13:56:23","6816","2","","0","0","","0"
"1949608E","15:56:23","15:56:23","6816","2","","0","0","","0"
"1949610E","17:56:23","17:56:23","6816","2","","0","0","","0"
"1949612E","05:56:23","05:56:23","6816","2","","0","0","","0"
"1949650E","10:01:23","10:01:23","6816","2","","0","0","","0"
"1949672E","08:56:23","08:56:23","6816","2","","0","0","","0"
"1949693E","05:56:23","05:56:23","6816","2","","0","0","","0"
"1949694E","12:56:23","12:56:23","6816","2","","0","0","","0"
"1949770E","06:56:23","06:56:23","6816","2","","0","0","","0"
"1949805E","06:26:23","06:26:23","6816","2","","0","0","","0"
"1949853E","14:21:23","14:21:23","6816","2","","0","0","","0"
"1949865E","17:56:23","17:56:23","6816","2","","0","0","","0"
"1949866E","15:56:23","15:56:23","6816","2","","0","0","","0"
"1949867E","16:56:23","16:56:23","6816","2","","0","0","","0"
"1949868E","18:56:23","18:56:23","6816","2","","0","0","","0"
"1949869E","08:56:23","08:56:23","6816","2","","0","0","","0"
"1949870E","06:56:23","06:56:23","6816","2","","0","0","","0"
"1950681E","10:01:23","10:01:23","6816","2","","0","0","","0"
"1950682E","12:01:23","12:01:23","6816","2","","0","0","","0"
"1950684E","14:01:23","14:01:23","6816","2","","0","0","","0"
"1950686E","16:01:23","16:01:23","6816","2","","0","0","","0"
"1950688E","18:01:23","18:01:23","6816","2","","0","0","","0"
"1950690E","06:01:23","06:01:23","6816","2","","0","0","","0"
"1950691E","08:01:23","08:01:23","6816","2","","0","0","","0"
"1950785E","20:01:23","20:01:23","6816","2","","0","0","","0"
"1950886E","11:56:23","11:56:23","6816","2","","0","0","","0"
"1950888E","14:56:23","14:56:23","6816","2","","0","0","","0"
"1950890E","15:56:23","15:56:23","6816","2","","0","0","","0"
"1951127E","10:01:23","10:01:23","6816","2","","0","0","","0"
"1951262E","13:26:23","13:26:23","6816","2","","0","0","","0"
"1951299E","17:56:23","17:56:23","6816","2","","0","0","","0"
"1951300E","13:56:23","13:56:23","6816","2","","0","0","","0"
"1951303E","11:56:23","11:56:23","6816","2","","0","0","","0"
"1951305E","14:56:23","14:56:23","6816","2","","0","0","","0"
"1951306E","18:56:23","18:56:23","6816","2","","0","0","","0"
"1951309E","15:56:23","15:56:23","6816","2","","0","0","","0"
"1951311E","16:56:23","16:56:23","6816","2","","0","0","","0"
"1951356E","10:01:23","10:01:23","6816","2","","0","0","","0"
"1951363E","06:26:23","06:26:23","6816","2","","0","0","","0"
"1951527E","07:26:23","07:26:23","6816","2","","0","0","","0"
"1951528E","05:26:23","05:26:23","6816","2","","0","0","","0"
"1951670E","17:56:23","17:56:23","6816","2","","0","0","","0"
"1951674E","18:56:23","18:56:23","6816","2","","0","0","","0"
"1951675E","13:56:23","13:56:23","6816","2","","0","0","","0"
"1951676E","16:56:23","16:56:23","6816","2","","0","0","","0"
"1951760E","14:56:23","14:56:23","6816","2","","0","0","","0"
"1951761E","11:56:23","11:56:23","6816","2","","0","0","","0"
"1951764E","15:56:23","15:56:23","6816","2","","0","0","","0"
"1951851E","11:01:23","11:01:23","6816","2","","0","0","","0"
"1951992E","14:56:23","14:56:23","6816","2","","0","0","","0"
"1951995E","12:56:23","12:56:23","6816","2","","0","0","","0"
"1952003E","11:56:23","11:56:23","6816","2","","0","0","","0"
"1952008E","10:01:23","10:01:23","6816","2","","0","0","","0"
"1952245E","05:56:23","05:56:23","6816","2","","0","0","","0"
"1952246E","06:26:23","06:26:23","6816","2","","0","0","","0"
"1952252E","07:51:23","07:51:23","6816","2","","0","0","","0"
"1952262E","06:26:23","06:26:23","6816","2","","0","0","","0"
"1952464E","05:56:23","05:56:23","6816","2","","0","0","","0"
"1952465E","14:56:23","14:56:23","6816","2","","0","0","","0"
"1952466E","12:56:23","12:56:23","6816","2","","0","0","","0"
"1952467E","11:56:23","11:56:23","6816","2","","0","0","","0"
"1952486E","07:51:23","07:51:23","6816","2","","0","0","","0"
"1951244E","14:58:26","14:58:26","6816","28","","0","0","","0"
"1951243E","15:02:18","15:02:18","6816","34","","0","0","","0"
"1949503E","17:46:18","17:46:18","6816","28","","0","0","","0"
"1949539E","17:46:18","17:46:18","6816","28","","0","0","","0"
"1949645E","07:56:18","07:56:18","6816","28","","0","0","","0"
"1949858E","11:41:18","11:41:18","6816","28","","0","0","","0"
"1950648E","07:56:18","07:56:18","6816","28","","0","0","","0"
"1950771E","09:43:18","09:43:18","6816","28","","0","0","","0"
"1950882E","11:41:18","11:41:18","6816","28","","0","0","","0"
"1951096E","19:46:18","19:46:18","6816","28","","0","0","","0"
"1951110E","17:46:18","17:46:18","6816","28","","0","0","","0"
"1951131E","07:56:18","07:56:18","6816","28","","0","0","","0"
"1951319E","17:46:18","17:46:18","6816","28","","0","0","","0"
"1951344E","14:46:18","14:46:18","6816","28","","0","0","","0"
"1951345E","11:41:18","11:41:18","6816","28","","0","0","","0"
"1951766E","11:41:18","11:41:18","6816","28","","0","0","","0"
"1951811E","09:43:18","09:43:18","6816","28","","0","0","","0"
"1951955E","15:46:18","15:46:18","6816","28","","0","0","","0"
"1952317E","07:56:18","07:56:18","6816","28","","0","0","","0"
"1952385E","19:46:18","19:46:18","6816","28","","0","0","","0"
"1952449E","15:46:18","15:46:18","6816","28","","0","0","","0"
"1952555E","08:46:18","08:46:18","6816","28","","0","0","","0"
"1952556E","12:46:18","12:46:18","6816","28","","0","0","","0"
"1952557E","18:46:18","18:46:18","6816","28","","0","0","","0"
"1949680E","13:46:18","13:46:18","6816","34","","0","0","","0"
"1951242E","14:04:18","14:04:18","6816","34","","0","0","","0"
"1951953E","13:46:18","13:46:18","6816","34","","0","0","","0"
"1952447E","13:46:18","13:46:18","6816","34","","0","0","","0"
"1952783E","17:17:18","17:17:18","6816","34","","0","0","","0"
"1951248E","07:36:18","07:36:18","6816","28","","0","0","","0"
"1951245E","15:03:18","15:03:18","6816","18","","0","0","","0"
"1949781E","06:42:18","06:42:18","6816","30","","0","0","","0"
"1950123E","22:44:18","22:44:18","6816","30","","0","0","","0"
"1951083E","06:42:18","06:42:18","6816","30","","0","0","","0"
"1951085E","22:44:18","22:44:18","6816","30","","0","0","","0"
"1951509E","06:42:18","06:42:18","6816","30","","0","0","","0"
"1952315E","06:42:18","06:42:18","6816","30","","0","0","","0"
"1951084E","14:51:02","14:51:02","6816","20","","0","0","","0"
"1951365E","14:51:02","14:51:02","6816","20","","0","0","","0"
"1951993E","14:51:02","14:51:02","6816","20","","0","0","","0"
"1952264E","14:51:02","14:51:02","6816","20","","0","0","","0"
"1951169E","06:30:48","06:30:48","6816","2","","0","0","","0"
"1951170E","14:25:48","14:25:48","6816","2","","0","0","","0"
"1949299E","16:00:48","16:00:48","6816","2","","0","0","","0"
"1950916E","15:25:48","15:25:48","6816","2","","0","0","","0"
"1951173E","17:20:48","17:20:48","6816","2","","0","0","","0"
"1950004E","05:21:57","05:21:57","6816","10","","0","0","","0"
"1950008E","21:21:57","21:21:57","6816","10","","0","0","","0"
"1950006E","13:21:57","13:21:57","6816","10","","0","0","","0"
