"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","drop_off_type","shape_dist_traveled","timepoint"
"27279663U","04:30:33","04:30:33","300","2","","0","0","","0"
"27279664U","05:15:33","05:15:33","300","2","","0","0","","0"
"27279665U","06:00:39","06:00:39","300","2","","0","0","","0"
"27279666U","06:45:39","06:45:39","300","2","","0","0","","0"
"27279667U","07:45:55","07:45:55","300","2","","0","0","","0"
"27279668U","08:45:55","08:45:55","300","2","","0","0","","0"
"27279669U","09:45:46","09:45:46","300","2","","0","0","","0"
"27279670U","10:45:46","10:45:46","300","2","","0","0","","0"
"27279671U","11:45:46","11:45:46","300","2","","0","0","","0"
"27279672U","12:45:46","12:45:46","300","2","","0","0","","0"
"27279673U","13:45:46","13:45:46","300","2","","0","0","","0"
"27279674U","14:45:46","14:45:46","300","2","","0","0","","0"
"27279675U","15:45:46","15:45:46","300","2","","0","0","","0"
"27279676U","16:45:52","16:45:52","300","2","","0","0","","0"
"27279677U","17:45:52","17:45:52","300","2","","0","0","","0"
"27279678U","18:45:52","18:45:52","300","2","","0","0","","0"
"27279679U","19:45:39","19:45:39","300","2","","0","0","","0"
"27279697U","07:15:55","07:15:55","300","2","","0","0","","0"
"27279698U","08:15:55","08:15:55","300","2","","0","0","","0"
"27279699U","09:15:46","09:15:46","300","2","","0","0","","0"
"27279700U","10:15:46","10:15:46","300","2","","0","0","","0"
"27279701U","11:15:46","11:15:46","300","2","","0","0","","0"
"27279702U","12:15:46","12:15:46","300","2","","0","0","","0"
"27279703U","13:15:46","13:15:46","300","2","","0","0","","0"
"27279704U","14:15:46","14:15:46","300","2","","0","0","","0"
"27279705U","15:15:46","15:15:46","300","2","","0","0","","0"
"27279706U","16:15:46","16:15:46","300","2","","0","0","","0"
"27279707U","17:15:52","17:15:52","300","2","","0","0","","0"
"27279708U","18:15:52","18:15:52","300","2","","0","0","","0"
"27279709U","19:15:39","19:15:39","300","2","","0","0","","0"
"27279710U","20:30:39","20:30:39","300","2","","0","0","","0"
"27279711U","21:16:39","21:16:39","300","2","","0","0","","0"
"27279712U","22:01:39","22:01:39","300","2","","0","0","","0"
"27279713U","22:46:39","22:46:39","300","2","","0","0","","0"
"27279714U","23:31:39","23:31:39","300","2","","0","0","","0"
"27288175U","04:30:33","04:30:33","300","2","","0","0","","0"
"27288176U","05:15:33","05:15:33","300","2","","0","0","","0"
"27288177U","06:00:36","06:00:36","300","2","","0","0","","0"
"27288178U","06:45:36","06:45:36","300","2","","0","0","","0"
"27288179U","07:45:39","07:45:39","300","2","","0","0","","0"
"27288180U","08:45:39","08:45:39","300","2","","0","0","","0"
"27288181U","09:45:46","09:45:46","300","2","","0","0","","0"
"27288182U","10:45:46","10:45:46","300","2","","0","0","","0"
"27288183U","11:45:46","11:45:46","300","2","","0","0","","0"
"27288184U","12:45:46","12:45:46","300","2","","0","0","","0"
"27288185U","13:45:46","13:45:46","300","2","","0","0","","0"
"27288186U","14:45:46","14:45:46","300","2","","0","0","","0"
"27288187U","15:45:46","15:45:46","300","2","","0","0","","0"
"27288188U","16:45:46","16:45:46","300","2","","0","0","","0"
"27288189U","17:45:46","17:45:46","300","2","","0","0","","0"
"27288190U","18:45:46","18:45:46","300","2","","0","0","","0"
"27288191U","19:45:39","19:45:39","300","2","","0","0","","0"
"27288220U","07:15:39","07:15:39","300","2","","0","0","","0"
