"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","drop_off_type","shape_dist_traveled","timepoint"
"27275626U","07:22:52","07:22:52","3139","2","","0","0","","0"
"27275627U","09:17:56","09:17:56","3139","2","","0","0","","0"
"27275628U","11:12:56","11:12:56","3139","2","","0","0","","0"
"27275629U","13:05:56","13:05:56","3139","2","","0","0","","0"
"27275630U","14:58:56","14:58:56","3139","2","","0","0","","0"
"27275631U","16:54:00","16:54:00","3139","2","","0","0","","0"
"27275632U","18:48:56","18:48:56","3139","2","","0","0","","0"
"27275633U","20:47:52","20:47:52","3139","2","","0","0","","0"
"27275645U","05:52:43","05:52:43","3139","2","","0","0","","0"
"27275646U","07:43:52","07:43:52","3139","2","","0","0","","0"
"27275647U","09:40:56","09:40:56","3139","2","","0","0","","0"
"27275648U","11:35:56","11:35:56","3139","2","","0","0","","0"
"27275649U","13:28:56","13:28:56","3139","2","","0","0","","0"
"27275650U","15:21:56","15:21:56","3139","2","","0","0","","0"
"27275651U","17:17:00","17:17:00","3139","2","","0","0","","0"
"27275652U","19:13:52","19:13:52","3139","2","","0","0","","0"
"27275653U","21:25:48","21:25:48","3139","2","","0","0","","0"
"27275654U","22:55:48","22:55:48","3139","2","","0","0","","0"
"27275655U","24:25:48","24:25:48","3139","2","","0","0","","0"
"27275665U","05:22:43","05:22:43","3139","2","","0","0","","0"
"27275666U","07:00:52","07:00:52","3139","2","","0","0","","0"
"27275667U","08:54:56","08:54:56","3139","2","","0","0","","0"
"27275668U","10:49:56","10:49:56","3139","2","","0","0","","0"
"27275669U","12:43:56","12:43:56","3139","2","","0","0","","0"
"27275670U","14:36:56","14:36:56","3139","2","","0","0","","0"
"27275671U","16:31:00","16:31:00","3139","2","","0","0","","0"
"27275672U","18:26:56","18:26:56","3139","2","","0","0","","0"
"27275681U","06:17:48","06:17:48","3139","2","","0","0","","0"
"27275682U","08:06:56","08:06:56","3139","2","","0","0","","0"
"27275683U","10:03:56","10:03:56","3139","2","","0","0","","0"
"27275684U","11:58:56","11:58:56","3139","2","","0","0","","0"
"27275685U","13:51:56","13:51:56","3139","2","","0","0","","0"
"27275686U","15:44:56","15:44:56","3139","2","","0","0","","0"
"27275687U","17:41:00","17:41:00","3139","2","","0","0","","0"
"27275688U","19:39:52","19:39:52","3139","2","","0","0","","0"
"27275698U","04:51:43","04:51:43","3139","2","","0","0","","0"
"27275699U","14:13:56","14:13:56","3139","2","","0","0","","0"
"27275700U","16:07:00","16:07:00","3139","2","","0","0","","0"
"27275701U","18:03:56","18:03:56","3139","2","","0","0","","0"
"27275702U","20:14:52","20:14:52","3139","2","","0","0","","0"
"27275703U","06:39:48","06:39:48","3139","2","","0","0","","0"
"27275704U","08:30:56","08:30:56","3139","2","","0","0","","0"
"27275705U","10:26:56","10:26:56","3139","2","","0","0","","0"
"27275706U","12:20:56","12:20:56","3139","2","","0","0","","0"
"27284462U","05:22:43","05:22:43","3139","2","","0","0","","0"
"27284463U","07:03:52","07:03:52","3139","2","","0","0","","0"
"27284464U","08:47:52","08:47:52","3139","2","","0","0","","0"
"27284465U","10:34:52","10:34:52","3139","2","","0","0","","0"
"27284466U","12:19:52","12:19:52","3139","2","","0","0","","0"
"27284467U","14:05:52","14:05:52","3139","2","","0","0","","0"
"27284468U","15:51:52","15:51:52","3139","2","","0","0","","0"
"27284469U","17:37:52","17:37:52","3139","2","","0","0","","0"
"27284470U","19:23:52","19:23:52","3139","2","","0","0","","0"
"27284480U","05:52:43","05:52:43","3139","2","","0","0","","0"
"27284481U","07:29:52","07:29:52","3139","2","","0","0","","0"
"27284482U","09:13:52","09:13:52","3139","2","","0","0","","0"
"27284483U","11:00:52","11:00:52","3139","2","","0","0","","0"
"27284484U","12:45:52","12:45:52","3139","2","","0","0","","0"
"27284485U","14:31:52","14:31:52","3139","2","","0","0","","0"
"27284486U","16:17:52","16:17:52","3139","2","","0","0","","0"
"27284487U","18:03:52","18:03:52","3139","2","","0","0","","0"
"27284496U","06:13:48","06:13:48","3139","2","","0","0","","0"
"27284497U","07:58:52","07:58:52","3139","2","","0","0","","0"
"27284498U","09:39:52","09:39:52","3139","2","","0","0","","0"
"27284499U","11:26:52","11:26:52","3139","2","","0","0","","0"
"27284500U","13:12:52","13:12:52","3139","2","","0","0","","0"
"27284501U","14:58:52","14:58:52","3139","2","","0","0","","0"
"27284502U","16:44:52","16:44:52","3139","2","","0","0","","0"
"27284503U","18:30:52","18:30:52","3139","2","","0","0","","0"
"27284504U","20:16:52","20:16:52","3139","2","","0","0","","0"
"27284514U","04:51:43","04:51:43","3139","2","","0","0","","0"
"27284515U","06:38:48","06:38:48","3139","2","","0","0","","0"
"27284516U","08:21:52","08:21:52","3139","2","","0","0","","0"
"27284517U","10:08:52","10:08:52","3139","2","","0","0","","0"
"27284518U","11:53:52","11:53:52","3139","2","","0","0","","0"
"27284519U","13:39:52","13:39:52","3139","2","","0","0","","0"
"27284520U","15:25:52","15:25:52","3139","2","","0","0","","0"
"27284521U","17:11:52","17:11:52","3139","2","","0","0","","0"
"27284522U","18:57:52","18:57:52","3139","2","","0","0","","0"
"27284523U","20:43:52","20:43:52","3139","2","","0","0","","0"
"27284527U","19:50:52","19:50:52","3139","2","","0","0","","0"
"27284528U","21:25:48","21:25:48","3139","2","","0","0","","0"
"27284529U","22:55:48","22:55:48","3139","2","","0","0","","0"
"27284530U","24:25:48","24:25:48","3139","2","","0","0","","0"
"27292404U","05:51:43","05:51:43","3139","2","","0","0","","0"
"27292405U","07:22:43","07:22:43","3139","2","","0","0","","0"
"27292406U","08:58:52","08:58:52","3139","2","","0","0","","0"
"27292407U","10:40:52","10:40:52","3139","2","","0","0","","0"
"27292408U","12:22:52","12:22:52","3139","2","","0","0","","0"
"27292409U","14:04:52","14:04:52","3139","2","","0","0","","0"
"27292410U","15:48:52","15:48:52","3139","2","","0","0","","0"
"27292411U","17:34:52","17:34:52","3139","2","","0","0","","0"
"27292412U","19:20:52","19:20:52","3139","2","","0","0","","0"
"27292413U","21:25:48","21:25:48","3139","2","","0","0","","0"
"27292414U","22:55:48","22:55:48","3139","2","","0","0","","0"
"27292415U","24:25:48","24:25:48","3139","2","","0","0","","0"
"27292425U","06:21:43","06:21:43","3139","2","","0","0","","0"
"27292426U","07:52:43","07:52:43","3139","2","","0","0","","0"
"27292427U","09:32:52","09:32:52","3139","2","","0","0","","0"
"27292428U","11:14:52","11:14:52","3139","2","","0","0","","0"
"27292429U","12:56:52","12:56:52","3139","2","","0","0","","0"
"27292430U","14:38:52","14:38:52","3139","2","","0","0","","0"
"27292431U","16:23:52","16:23:52","3139","2","","0","0","","0"
"27292432U","18:09:52","18:09:52","3139","2","","0","0","","0"
"27292433U","19:55:52","19:55:52","3139","2","","0","0","","0"
"27292444U","06:52:43","06:52:43","3139","2","","0","0","","0"
