"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","drop_off_type","shape_dist_traveled","timepoint"
"27274222U","05:40:44","05:40:44","267","13","","0","0","","0"
"27274223U","06:26:07","06:26:07","267","13","","0","0","","0"
"27274224U","07:29:14","07:29:14","267","13","","0","0","","0"
"27274225U","08:29:14","08:29:14","267","13","","0","0","","0"
"27274226U","09:44:14","09:44:14","267","13","","0","0","","0"
"27274227U","10:44:14","10:44:14","267","13","","0","0","","0"
"27274228U","11:44:14","11:44:14","267","13","","0","0","","0"
"27274229U","12:44:14","12:44:14","267","13","","0","0","","0"
"27274230U","13:44:14","13:44:14","267","13","","0","0","","0"
"27274234U","07:02:51","07:02:51","267","13","","0","0","","0"
"27274235U","07:59:14","07:59:14","267","13","","0","0","","0"
"27274236U","08:59:14","08:59:14","267","13","","0","0","","0"
"27274242U","14:44:14","14:44:14","267","13","","0","0","","0"
"27274243U","15:44:14","15:44:14","267","13","","0","0","","0"
"27274244U","16:45:36","16:45:36","267","13","","0","0","","0"
"27274245U","17:45:36","17:45:36","267","13","","0","0","","0"
"27274246U","18:45:36","18:45:36","267","13","","0","0","","0"
"27274252U","19:44:14","19:44:14","267","13","","0","0","","0"
"27274253U","20:41:29","20:41:29","267","13","","0","0","","0"
"27274254U","21:41:07","21:41:07","267","13","","0","0","","0"
"27274255U","22:41:07","22:41:07","267","13","","0","0","","0"
"27274256U","23:41:07","23:41:07","267","13","","0","0","","0"
"27283436U","05:40:44","05:40:44","267","13","","0","0","","0"
"27283437U","06:26:07","06:26:07","267","13","","0","0","","0"
"27283438U","07:29:14","07:29:14","267","13","","0","0","","0"
"27283439U","08:29:14","08:29:14","267","13","","0","0","","0"
"27283440U","09:44:14","09:44:14","267","13","","0","0","","0"
"27283441U","10:44:14","10:44:14","267","13","","0","0","","0"
"27283442U","11:44:14","11:44:14","267","13","","0","0","","0"
"27283443U","12:44:14","12:44:14","267","13","","0","0","","0"
"27283444U","13:44:14","13:44:14","267","13","","0","0","","0"
"27283448U","07:02:51","07:02:51","267","13","","0","0","","0"
"27283449U","07:59:14","07:59:14","267","13","","0","0","","0"
"27283450U","08:59:14","08:59:14","267","13","","0","0","","0"
"27283456U","14:44:14","14:44:14","267","13","","0","0","","0"
"27283457U","15:44:14","15:44:14","267","13","","0","0","","0"
"27283458U","16:45:36","16:45:36","267","13","","0","0","","0"
"27283459U","17:45:36","17:45:36","267","13","","0","0","","0"
"27283460U","18:45:36","18:45:36","267","13","","0","0","","0"
"27283466U","19:44:14","19:44:14","267","13","","0","0","","0"
"27283467U","20:41:29","20:41:29","267","13","","0","0","","0"
"27283468U","21:41:07","21:41:07","267","13","","0","0","","0"
"27283469U","22:41:07","22:41:07","267","13","","0","0","","0"
"27283470U","23:41:07","23:41:07","267","13","","0","0","","0"
"27291603U","06:38:44","06:38:44","267","13","","0","0","","0"
"27291604U","07:23:44","07:23:44","267","13","","0","0","","0"
"27291605U","08:10:44","08:10:44","267","13","","0","0","","0"
"27291606U","09:14:14","09:14:14","267","13","","0","0","","0"
"27291607U","10:14:14","10:14:14","267","13","","0","0","","0"
"27291608U","11:14:14","11:14:14","267","13","","0","0","","0"
"27291615U","08:44:14","08:44:14","267","13","","0","0","","0"
"27291616U","09:44:14","09:44:14","267","13","","0","0","","0"
"27291617U","10:44:14","10:44:14","267","13","","0","0","","0"
"27291618U","11:44:14","11:44:14","267","13","","0","0","","0"
"27291619U","12:44:14","12:44:14","267","13","","0","0","","0"
"27291620U","13:44:14","13:44:14","267","13","","0","0","","0"
"27291627U","12:14:14","12:14:14","267","13","","0","0","","0"
"27291628U","13:14:14","13:14:14","267","13","","0","0","","0"
"27291629U","14:14:14","14:14:14","267","13","","0","0","","0"
"27291630U","15:15:36","15:15:36","267","13","","0","0","","0"
"27291631U","16:15:36","16:15:36","267","13","","0","0","","0"
"27291632U","17:15:36","17:15:36","267","13","","0","0","","0"
"27291639U","14:45:36","14:45:36","267","13","","0","0","","0"
"27291640U","15:45:36","15:45:36","267","13","","0","0","","0"
"27291641U","16:45:36","16:45:36","267","13","","0","0","","0"
"27291642U","17:45:36","17:45:36","267","13","","0","0","","0"
"27291643U","18:45:36","18:45:36","267","13","","0","0","","0"
"27291644U","19:44:14","19:44:14","267","13","","0","0","","0"
"27291652U","18:15:36","18:15:36","267","13","","0","0","","0"
"27291653U","19:14:14","19:14:14","267","13","","0","0","","0"
"27291654U","20:10:44","20:10:44","267","13","","0","0","","0"
"27291655U","20:55:44","20:55:44","267","13","","0","0","","0"
"27291656U","21:40:44","21:40:44","267","13","","0","0","","0"
"27291657U","22:40:44","22:40:44","267","13","","0","0","","0"
"27291658U","23:40:44","23:40:44","267","13","","0","0","","0"
"27323959U","05:40:44","05:40:44","267","13","","0","0","","0"
"27323960U","06:26:07","06:26:07","267","13","","0","0","","0"
"27323961U","07:29:14","07:29:14","267","13","","0","0","","0"
"27323962U","08:29:14","08:29:14","267","13","","0","0","","0"
"27323972U","07:03:14","07:03:14","267","13","","0","0","","0"
"27323973U","07:59:14","07:59:14","267","13","","0","0","","0"
"27323974U","08:59:14","08:59:14","267","13","","0","0","","0"
"27323975U","09:59:14","09:59:14","267","13","","0","0","","0"
"27323976U","10:59:14","10:59:14","267","13","","0","0","","0"
"27323977U","11:59:14","11:59:14","267","13","","0","0","","0"
