"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","drop_off_type","shape_dist_traveled","timepoint"
"27330031U","13:30:37","13:30:37","2375","17","","0","0","","0"
"27330032U","15:01:10","15:01:10","2375","17","","0","0","","0"
"27330033U","16:29:10","16:29:10","2375","17","","0","0","","0"
"27330035U","09:02:37","09:02:37","2375","17","","0","0","","0"
"27330036U","10:36:37","10:36:37","2375","17","","0","0","","0"
"27330037U","12:02:37","12:02:37","2375","17","","0","0","","0"
"27330084U","07:42:05","07:42:05","2375","17","","0","0","","0"
"27330085U","09:18:37","09:18:37","2375","17","","0","0","","0"
"27330090U","16:46:10","16:46:10","2375","17","","0","0","","0"
"27330099U","10:28:37","10:28:37","2375","17","","0","0","","0"
"27330188U","08:47:10","08:47:10","2375","17","","0","0","","0"
"27330189U","10:17:37","10:17:37","2375","17","","0","0","","0"
"27330194U","07:58:37","07:58:37","2375","17","","0","0","","0"
"27330195U","09:35:37","09:35:37","2375","17","","0","0","","0"
"27330196U","10:57:37","10:57:37","2375","17","","0","0","","0"
"27330197U","12:24:37","12:24:37","2375","17","","0","0","","0"
"27330198U","13:52:37","13:52:37","2375","17","","0","0","","0"
"27330199U","15:24:10","15:24:10","2375","17","","0","0","","0"
"27330200U","17:03:10","17:03:10","2375","17","","0","0","","0"
"27330212U","08:15:10","08:15:10","2375","17","","0","0","","0"
"27330213U","09:53:37","09:53:37","2375","17","","0","0","","0"
"27330214U","11:18:37","11:18:37","2375","17","","0","0","","0"
"27330215U","12:46:37","12:46:37","2375","17","","0","0","","0"
"27330216U","14:15:10","14:15:10","2375","17","","0","0","","0"
"27330217U","15:47:10","15:47:10","2375","17","","0","0","","0"
"27330218U","17:22:10","17:22:10","2375","17","","0","0","","0"
"27330230U","08:32:10","08:32:10","2375","17","","0","0","","0"
"27330231U","10:10:37","10:10:37","2375","17","","0","0","","0"
"27330232U","11:40:37","11:40:37","2375","17","","0","0","","0"
"27330233U","13:08:37","13:08:37","2375","17","","0","0","","0"
"27330234U","14:38:10","14:38:10","2375","17","","0","0","","0"
"27330235U","16:08:10","16:08:10","2375","17","","0","0","","0"
"27330236U","17:40:10","17:40:10","2375","17","","0","0","","0"
"27318190U","15:06:33","15:06:33","2375","17","","0","0","","0"
"27318191U","17:21:33","17:21:33","2375","17","","0","0","","0"
"27318208U","07:01:00","07:01:00","2375","17","","0","0","","0"
"27318209U","09:21:33","09:21:33","2375","17","","0","0","","0"
"27318210U","11:36:33","11:36:33","2375","17","","0","0","","0"
"27318211U","13:51:33","13:51:33","2375","17","","0","0","","0"
"27318212U","16:06:33","16:06:33","2375","17","","0","0","","0"
"27318216U","07:49:33","07:49:33","2375","17","","0","0","","0"
"27318220U","09:04:33","09:04:33","2375","17","","0","0","","0"
"27318227U","16:21:33","16:21:33","2375","17","","0","0","","0"
"27318238U","07:19:33","07:19:33","2375","17","","0","0","","0"
"27318239U","09:40:33","09:40:33","2375","17","","0","0","","0"
"27318240U","11:55:33","11:55:33","2375","17","","0","0","","0"
"27318241U","14:10:33","14:10:33","2375","17","","0","0","","0"
"27318242U","16:36:33","16:36:33","2375","17","","0","0","","0"
"27318255U","07:34:33","07:34:33","2375","17","","0","0","","0"
"27318256U","09:59:33","09:59:33","2375","17","","0","0","","0"
