"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","drop_off_type","shape_dist_traveled","timepoint"
"1951243E","15:05:47","15:05:47","6691","36","","0","0","","0"
"1949503E","17:49:47","17:49:47","6691","30","","0","0","","0"
"1949539E","17:49:47","17:49:47","6691","30","","0","0","","0"
"1949645E","07:59:47","07:59:47","6691","30","","0","0","","0"
"1949858E","11:44:47","11:44:47","6691","30","","0","0","","0"
"1950648E","07:59:47","07:59:47","6691","30","","0","0","","0"
"1950771E","09:46:47","09:46:47","6691","30","","0","0","","0"
"1950882E","11:44:47","11:44:47","6691","30","","0","0","","0"
"1951096E","19:49:47","19:49:47","6691","30","","0","0","","0"
"1951110E","17:49:47","17:49:47","6691","30","","0","0","","0"
"1951131E","07:59:47","07:59:47","6691","30","","0","0","","0"
"1951319E","17:49:47","17:49:47","6691","30","","0","0","","0"
"1951344E","14:49:47","14:49:47","6691","30","","0","0","","0"
"1951345E","11:44:47","11:44:47","6691","30","","0","0","","0"
"1951766E","11:44:47","11:44:47","6691","30","","0","0","","0"
"1951811E","09:46:47","09:46:47","6691","30","","0","0","","0"
"1951955E","15:49:47","15:49:47","6691","30","","0","0","","0"
"1952317E","07:59:47","07:59:47","6691","30","","0","0","","0"
"1952385E","19:49:47","19:49:47","6691","30","","0","0","","0"
"1952449E","15:49:47","15:49:47","6691","30","","0","0","","0"
"1952555E","08:49:47","08:49:47","6691","30","","0","0","","0"
"1952556E","12:49:47","12:49:47","6691","30","","0","0","","0"
"1952557E","18:49:47","18:49:47","6691","30","","0","0","","0"
"1949680E","13:49:47","13:49:47","6691","36","","0","0","","0"
"1951242E","14:07:47","14:07:47","6691","36","","0","0","","0"
"1951953E","13:49:47","13:49:47","6691","36","","0","0","","0"
"1952447E","13:49:47","13:49:47","6691","36","","0","0","","0"
"1952783E","17:20:47","17:20:47","6691","36","","0","0","","0"
"1951248E","07:39:47","07:39:47","6691","30","","0","0","","0"
"1951245E","15:06:47","15:06:47","6691","20","","0","0","","0"
"1949781E","06:45:47","06:45:47","6691","32","","0","0","","0"
"1950123E","22:47:47","22:47:47","6691","32","","0","0","","0"
"1951083E","06:45:47","06:45:47","6691","32","","0","0","","0"
"1951085E","22:47:47","22:47:47","6691","32","","0","0","","0"
"1951509E","06:45:47","06:45:47","6691","32","","0","0","","0"
"1952315E","06:45:47","06:45:47","6691","32","","0","0","","0"
"1951084E","14:53:49","14:53:49","6691","22","","0","0","","0"
"1951365E","14:53:49","14:53:49","6691","22","","0","0","","0"
"1951993E","14:53:49","14:53:49","6691","22","","0","0","","0"
"1952264E","14:53:49","14:53:49","6691","22","","0","0","","0"
