"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","drop_off_type","shape_dist_traveled","timepoint"
"1951098E","18:55:00","18:55:00","5189","17","","0","0","","1"
"1951192E","16:32:00","16:32:00","5189","17","","0","0","","1"
"1951394E","18:55:00","18:55:00","5189","17","","0","0","","1"
"1952237E","18:55:00","18:55:00","5189","17","","0","0","","1"
"1951191E","09:15:00","09:15:00","5189","21","","0","0","","1"
"1950872E","07:22:00","07:22:00","5189","19","","0","0","","1"
"1949747E","08:27:00","08:27:00","5189","19","","0","0","","1"
"1949749E","15:00:00","15:00:00","5189","19","","0","0","","1"
"1949751E","16:32:00","16:32:00","5189","19","","0","0","","1"
"1949753E","20:25:00","20:25:00","5189","19","","0","0","","1"
"1949933E","10:15:00","10:15:00","5189","19","","0","0","","1"
"1950202E","11:45:00","11:45:00","5189","19","","0","0","","1"
"1950235E","19:25:00","19:25:00","5189","19","","0","0","","1"
"1951116E","15:00:00","15:00:00","5189","19","","0","0","","1"
"1951118E","16:32:00","16:32:00","5189","19","","0","0","","1"
"1951120E","20:25:00","20:25:00","5189","19","","0","0","","1"
"1951324E","18:16:00","18:16:00","5189","19","","0","0","","1"
"1951388E","20:25:00","20:25:00","5189","19","","0","0","","1"
"1951424E","08:27:00","08:27:00","5189","19","","0","0","","1"
"1951694E","10:15:00","10:15:00","5189","19","","0","0","","1"
"1951696E","18:17:00","18:17:00","5189","19","","0","0","","1"
"1952072E","08:27:00","08:27:00","5189","19","","0","0","","1"
"1952074E","18:46:00","18:46:00","5189","19","","0","0","","1"
"1952076E","20:25:00","20:25:00","5189","19","","0","0","","1"
"1952136E","18:17:00","18:17:00","5189","19","","0","0","","1"
"1952375E","15:00:00","15:00:00","5189","19","","0","0","","1"
"1952377E","16:32:00","16:32:00","5189","19","","0","0","","1"
"1952483E","18:17:00","18:17:00","5189","19","","0","0","","1"
"1952736E","10:15:00","10:15:00","5189","19","","0","0","","1"
"1952740E","13:39:00","13:39:00","5189","19","","0","0","","1"
"1951621E","07:10:00","07:10:00","5189","15","","0","0","","1"
"1952119E","07:20:00","07:20:00","5189","14","","0","0","","1"
"1952747E","14:45:00","14:45:00","5189","20","","0","0","","1"
